date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:11:51	67652/67652	---M--	200	added ('OK')	text/css	etag:%22d25d3e-10844-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/css/theme-color.css	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/css/theme-color.css	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:52	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%22d25d47-47e-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/favicon.ico	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/favicon.ico	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:53	1918/1918	---M--	200	added ('OK')	image/png	etag:%22d25e67-77e-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/logo.png	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/logo.png	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:53	814/814	---M--	200	added ('OK')	image/jpeg	etag:%22d25e7e-32e-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/user/user2.jpg	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/user/user2.jpg	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:53	2175/2175	---M--	200	added ('OK')	image/jpeg	etag:%22d25e7f-87f-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/user/user3.jpg	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/user/user3.jpg	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:54	692/692	---M--	200	added ('OK')	image/jpeg	etag:%22d25e7b-2b4-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/user/user1.jpg	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/user/user1.jpg	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:54	911/911	---M--	200	added ('OK')	image/jpeg	etag:%22d25e84-38f-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/user/user8.jpg	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/user/user8.jpg	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:55	2878/2878	---M--	200	added ('OK')	image/jpeg	etag:%22d25e81-b3e-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/user/user5.jpg	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/user/user5.jpg	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:56	72740/72740	---M-Z	200	added ('OK')	text/html	etag:%22ce05e7-11c24-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/user_profile.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/user_profile.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:56	44274/44274	---M--	200	added ('OK')	image/jpeg	etag:%22d25d46-acf2-597665d759a80%22	http://radixtouch.in/templates/admin/hotel/source/assets/img/dp.jpg	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/assets/img/dp.jpg	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:57	2200/2200	---M-Z	200	added ('OK')	text/html	etag:%22ce05c0-898-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/lock_screen.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/lock_screen.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:57	2561/2561	---M-Z	200	added ('OK')	text/html	etag:%22ce05c2-a01-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/login.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/login.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:58	85508/85508	---M-Z	200	added ('OK')	text/html	etag:%22ce05a7-14e04-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/email_inbox.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/email_inbox.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:58	67934/67934	---M-Z	200	added ('OK')	text/html	etag:%22ce0591-1095e-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/chat.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/chat.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:11:59	72236/72236	---M-Z	200	added ('OK')	text/html	etag:%22ce059e-11a2c-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/dashboard2.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/dashboard2.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:00	61651/61651	---M-Z	200	added ('OK')	text/html	etag:%22ce05a8-f0d3-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/email_view.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/email_view.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:00	59472/59472	---M-Z	200	added ('OK')	text/html	etag:%22ce05a6-e850-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/email_compose.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/email_compose.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:01	60646/60646	---M-Z	200	added ('OK')	text/html	etag:%22ce05d4-ece6-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/new_booking.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/new_booking.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:01	71064/71064	---M-Z	200	added ('OK')	text/html	etag:%22ce05ea-11598-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/view_booking.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/view_booking.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:02	60926/60926	---M-Z	200	added ('OK')	text/html	etag:%22ce059f-edfe-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/edit_booking.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/edit_booking.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:02	60858/60858	---M-Z	200	added ('OK')	text/html	etag:%22ce05ec-edba-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/add_room.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/add_room.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:03	64240/64240	---M-Z	200	added ('OK')	text/html	etag:%22ce00ac-faf0-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/all_rooms.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/all_rooms.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:03	60985/60985	---M-Z	200	added ('OK')	text/html	etag:%22ce05a0-ee39-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/edit_room.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/edit_room.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:04	59031/59031	---M-Z	200	added ('OK')	text/html	etag:%22ce05ed-e697-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/add_staff.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/add_staff.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:04	77682/77682	---M-Z	200	added ('OK')	text/html	etag:%22ce00ad-12f72-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/all_staffs.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/all_staffs.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:05	59375/59375	---M-Z	200	added ('OK')	text/html	etag:%22ce05a1-e7ef-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/edit_staff.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/edit_staff.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:05	87142/87142	---M-Z	200	added ('OK')	text/html	etag:%22ce006d-15466-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/add_vehicle.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/add_vehicle.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:05	58495/58495	---M-Z	200	added ('OK')	text/html	etag:%22ce00cf-e47f-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/all_vehicles.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/all_vehicles.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:06	58888/58888	---M-Z	200	added ('OK')	text/html	etag:%22ce05a2-e608-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/edit_vehicle.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/edit_vehicle.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:06	80978/80978	---M-Z	200	added ('OK')	text/html	etag:%22ce05b8-13c52-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/layout_boxed.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/layout_boxed.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:07	89896/89896	---M-Z	200	added ('OK')	text/html	etag:%22ce05bb-15f28-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/layout_full_width.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/layout_full_width.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:07	78689/78689	---M-Z	200	added ('OK')	text/html	etag:%22ce05ba-13361-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/layout_collapse.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/layout_collapse.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:08	78725/78725	---M-Z	200	added ('OK')	text/html	etag:%22ce05bd-13385-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/layout_right_sidebar.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/layout_right_sidebar.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:08	78720/78720	---M-Z	200	added ('OK')	text/html	etag:%22ce05be-13380-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/layout_sidebar_hover_menu.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/layout_sidebar_hover_menu.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:09	86630/86630	---M-Z	200	added ('OK')	text/html	etag:%22ce05bc-15266-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/layout_mega_menu.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/layout_mega_menu.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:09	63260/63260	---M-Z	200	added ('OK')	text/html	etag:%22ce059c-f71c-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/contact_list.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/contact_list.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:10	62276/62276	---M-Z	200	added ('OK')	text/html	etag:%22ce059b-f344-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/contact_grid.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/contact_grid.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:11	57622/57622	---M-Z	200	added ('OK')	text/html	etag:%22ce05ad-e116-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/gallery.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/gallery.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:12	68499/68499	---M-Z	200	added ('OK')	text/html	etag:%22ce05df-10b93-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/support.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/support.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:13	53596/53596	---M-Z	200	added ('OK')	text/html	etag:%22ce00fd-d15c-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/calendar.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/calendar.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:13	102661/102661	---M-Z	200	added ('OK')	text/html	etag:%22ce05eb-19105-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/widget.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/widget.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:13	80530/80530	---M-Z	200	added ('OK')	text/html	etag:%22ce00fc-13a92-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/buttons.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/buttons.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:14	55693/55693	---M-Z	200	added ('OK')	text/html	etag:%22ce00ab-d98d-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/alert.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/alert.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:15	74835/74835	---M-Z	200	added ('OK')	text/html	etag:%22ce05e3-12453-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/tabs_accordions_navs.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/tabs_accordions_navs.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:15	63526/63526	---M-Z	200	added ('OK')	text/html	etag:%22ce05e6-f826-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/typography.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/typography.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:16	56243/56243	---M-Z	200	added ('OK')	text/html	etag:%22ce05d5-dbb3-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/notification.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/notification.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:16	56921/56921	---M-Z	200	added ('OK')	text/html	etag:%22ce05e0-de59-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/sweet_alert.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/sweet_alert.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:17	59556/59556	---M-Z	200	added ('OK')	text/html	etag:%22ce05d9-e8a4-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/panels.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/panels.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:17	56862/56862	---M-Z	200	added ('OK')	text/html	etag:%22ce05af-de1e-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/grid.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/grid.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:18	66531/66531	---M-Z	200	added ('OK')	text/html	etag:%22ce05e5-103e3-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/tree.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/tree.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:18	53808/53808	---M-Z	200	added ('OK')	text/html	etag:%22ce0119-d230-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/carousel.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/carousel.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:19	58069/58069	---M-Z	200	added ('OK')	text/html	etag:%22ce00e0-e2d5-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/animation.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/animation.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:19	67122/67122	---M-Z	200	added ('OK')	text/html	etag:%22ce05c4-10632-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_button.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_button.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:20	60400/60400	---M-Z	200	added ('OK')	text/html	etag:%22ce05d1-ebf0-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_tab.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_tab.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:20	54176/54176	---M-Z	200	added ('OK')	text/html	etag:%22ce05c6-d3a0-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_chips.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_chips.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:21	53653/53653	---M-Z	200	added ('OK')	text/html	etag:%22ce05c9-d195-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_grid.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_grid.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:21	57779/57779	---M-Z	200	added ('OK')	text/html	etag:%22ce05c8-e1b3-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_form.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_form.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:21	55030/55030	---M-Z	200	added ('OK')	text/html	etag:%22ce05c7-d6f6-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_datepicker.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_datepicker.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:22	53738/53738	---M-Z	200	added ('OK')	text/html	etag:%22ce05cd-d1ea-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_select.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_select.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:22	53043/53043	---M-Z	200	added ('OK')	text/html	etag:%22ce05cb-cf33-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_loading.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_loading.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:23	55414/55414	---M-Z	200	added ('OK')	text/html	etag:%22ce05cc-d876-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_menu.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_menu.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:23	52648/52648	---M-Z	200	added ('OK')	text/html	etag:%22ce05ce-cda8-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_slider.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_slider.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:24	62932/62932	---M-Z	200	added ('OK')	text/html	etag:%22ce05d2-f5d4-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_tables.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_tables.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:24	57623/57623	---M-Z	200	added ('OK')	text/html	etag:%22ce05d3-e117-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_toggle.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_toggle.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:25	56626/56626	---M-Z	200	added ('OK')	text/html	etag:%22ce05c3-dd32-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/material_badges.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/material_badges.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:25	71579/71579	---M-Z	200	added ('OK')	text/html	etag:%22ce05bf-1179b-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/layouts_form.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/layouts_form.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:26	177528/177528	---M-Z	200	added ('OK')	text/html	etag:%22ce009d-2b578-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/advance_form.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/advance_form.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:26	63942/63942	---M-Z	200	added ('OK')	text/html	etag:%22ce05e8-f9c6-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/validation_form.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/validation_form.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:27	57294/57294	---M-Z	200	added ('OK')	text/html	etag:%22ce05de-dfce-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/steps.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/steps.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:27	53434/53434	---M-Z	200	added ('OK')	text/html	etag:%22ce05aa-d0ba-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/file_upload.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/file_upload.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:28	52520/52520	---M-Z	200	added ('OK')	text/html	etag:%22ce05a4-cd28-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/editable_form.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/editable_form.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:28	71836/71836	---M-Z	200	added ('OK')	text/html	etag:%22ce00eb-1189c-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/basic_table.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/basic_table.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:28	288532/288532	---M-Z	200	added ('OK')	text/html	etag:%22ce00a2-46714-597665d759a80-gzip%22	http://radixtouch.in/templates/admin/hotel/source/advanced_table.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/advanced_table.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:29	53662/53662	---M-Z	200	added ('OK')	text/html	etag:%22ce05a5-d19e-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/editable_table.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/editable_table.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:30	66409/66409	---M-Z	200	added ('OK')	text/html	etag:%22ce05b2-10369-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/group_table.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/group_table.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:30	52923/52923	---M-Z	200	added ('OK')	text/html	etag:%22ce05e1-cebb-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/table_data.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/table_data.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:31	55679/55679	---M-Z	200	added ('OK')	text/html	etag:%22ce011b-d97f-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/charts_echarts.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/charts_echarts.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:31	55883/55883	---M-Z	200	added ('OK')	text/html	etag:%22ce011e-da4b-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/charts_morris.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/charts_morris.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:32	56299/56299	---M-Z	200	added ('OK')	text/html	etag:%22ce011a-dbeb-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/charts_chartjs.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/charts_chartjs.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:32	57459/57459	---M-Z	200	added ('OK')	text/html	etag:%22ce05ae-e073-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/google_maps.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/google_maps.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:33	56055/56055	---M-Z	200	added ('OK')	text/html	etag:%22ce05e9-daf7-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/vector_maps.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/vector_maps.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
11:12:33	261202/261202	---M-Z	200	added ('OK')	text/html	etag:%22ce05ab-3fc52-597665d941f00-gzip%22	http://radixtouch.in/templates/admin/hotel/source/fontawesome_icons.html	C:/My%20Web%20Sites/hotelAdmin2/radixtouch.in/templates/admin/hotel/source/fontawesome_icons.html	(from http://radixtouch.in/templates/admin/hotel/source/index.html)
